Index,Year,Authors,Name,Bibtex,DOI,Instruction & Guidance,Assembly & Arrangement,Problem Solving & Games,Communication & Collaboration,(Tele) Medicine,Maintenance & Industry,Design & Creativity,Education & Knowledge Work,Social & Play,Various & Unspecified,no study,communication,puzzle and assembly,object arrangement and manipulation,locating object in environment,"training, instruction, guiding",information extraction and generation,maintainance,game,walkthrough,general - device limitations,display,ergonomics,tracking,general - scene acquisition & reconstruction,point cloud Level of Detail,point cloud stability,point cloud completeness,3D reconstruction,scale of environment & tracking area,general object recognition & alignment,general - user acquisition & modelling,hand tracking,body tracking,face & gaze tracking,general - system complexity,devices & sensors,computational challenges,heterogeneity & interoperability,scalability,general - latency & real-time presentation,synchronicity,network challenges,general latency,bandwidth issue,performance,general - spatial consistency,calibration & alignment,general - shared & blended environment,dissimilar spaces,virtual content positioning,shared objects,controlling real-world properties,physical & spatial limits,general - spatial awareness & orientation,locating  objects & user,communication about the environment,dynamic changes,general - user representation & techniques,level of detail & accuracy,avatar designs & uncanny valley,general - communication & sensory feedback,(spatial) audio,non-verbal,gestures,facial expressions & eyes,physical props & haptic feedback,general - interpersonal awareness,gaze & view sharing,content & intention sharing,general - cognition & presence,presence,cognitive & mental load,co- & social-presence,accessibility & inclusion,general - asymmetric experiences,content & environment sharing,user representation,awareness on shared personal information,interaction & general capabilities,general - interaction & UI design,adaptive & customizable UI,annotations,workflow,evaluation & studies,domain & use case specific,data privacy & security
258,2019,"Prasanth Sasikumar, Lei Gao, Huidong Bai, Mark Billinghurst",Wearable RemoteFusion: A Mixed Reality Remote Collaboration System with Local Eye Gaze and Remote Hand Gesture Sharing,"@inproceedings{sasikumar2019wearable,
  title = {Wearable Remotefusion: {{A}} Mixed Reality Remote Collaboration System with Local Eye Gaze and Remote Hand Gesture Sharing},
  shorttitle = {Wearable Remotefusion},
  booktitle = {2019 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality Adjunct}} ({{ISMAR-Adjunct}})},
  author = {Sasikumar, Prasanth and Gao, Lei and Bai, Huidong and Billinghurst, Mark},
  year = {2019},
  pages = {393--394},
  publisher = {IEEE},
  doi = {10.1109/ISMAR-Adjunct.2019.000-3},
  urldate = {2024-09-12},
  file = {D:\_Zotero\storage\LPABMYKX\Sasikumar et al. - 2019 - Wearable remotefusion A mixed reality remote collaboration system with local eye gaze and remote ha.pdf}
}",10.1109/ISMAR-Adjunct.2019.000-3,,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,
264,2019,"Somayah Asiri, Ahmad A. Alzahrani",The Effectiveness of Mixed Reality Environment-Based Hand Gestures in Distributed Collaboration,"@inproceedings{asiri2019effectiveness,
  title = {The {{Effectiveness}} of {{Mixed Reality Environment-Based Hand Gestures}} in {{Distributed Collaboration}}},
  booktitle = {2019 2nd {{International Conference}} on {{Computer Applications}} \& {{Information Security}} ({{ICCAIS}})},
  author = {Asiri, Somayah and Alzahrani, Ahmad A.},
  year = {2019},
  month = may,
  pages = {1--6},
  doi = {10.1109/CAIS.2019.8769588},
  urldate = {2024-07-31},
  abstract = {Mixed reality (MR) technologies are widely used in distributed collaborative learning scenarios and have made learning and training more flexible and intuitive. However, there are many challenges in the use of MR due to the difficulty in creating a physical presence, particularly when a physical task is being performed collaboratively. We therefore developed a novel MR system to overcomes these limitations and enhance the distributed collaboration user experience. The primary objective of this paper is to explore the potential of a MR-based hand gestures system to enhance the conceptual architecture of MR in terms of both visualization and interaction in distributed collaboration. We propose a synchronous prototype named MRCollab as an immersive collaborative approach that allows two or more users to communicate with a peer based on the integration of several technologies such as video, audio, and hand gestures.},
  keywords = {augmented reality,Collaboration,distributed collaboration,Hand gestures,Sensors,Software,Task analysis,Three-dimensional displays,virtual reality,Virtual reality,Visualization},
  file = {D\:\\_Zotero\\storage\\WH6B35TV\\Asiri_Alzahrani_2019_The Effectiveness of Mixed Reality Environment-Based Hand Gestures in.pdf;D\:\\_Zotero\\storage\\PMLC64HA\\8769588.html}
}",10.1109/CAIS.2019.8769588,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2023,"Boram Yoon, Jae-eun Shin, Hyung-il Kim, Seo Young Oh, Dooyoung Kim, Woontack Woo",Effects of Avatar Transparency on Social Presence in Task-Centric Mixed Reality Remote Collaboration,"@article{yoon2023effects,
  title = {Effects of {{Avatar Transparency}} on {{Social Presence}} in {{Task-Centric Mixed Reality Remote Collaboration}}},
  author = {Yoon, Boram and Shin, Jae-eun and Kim, Hyung-il and Young Oh, Seo and Kim, Dooyoung and Woo, Woontack},
  year = {2023},
  month = nov,
  journal = {IEEE Transactions on Visualization and Computer Graphics},
  volume = {29},
  number = {11},
  pages = {4578--4588},
  issn = {1941-0506},
  doi = {10.1109/TVCG.2023.3320258},
  urldate = {2023-11-09},
  abstract = {Despite the importance of avatar representation on user experience for Mixed Reality (MR) remote collaboration involving various device environments and large amounts of task-related information, studies on how controlling visual parameters for avatars can benefit users in such situations have been scarce. Thus, we conducted a user study comparing the effects of three avatars with different transparency levels (Nontransparent, Semi-transparent, and Near-transparent) on social presence for users in Augmented Reality (AR) and Virtual Reality (VR) during task-centric MR remote collaboration. Results show that avatars with a strong visual presence are not required in situations where accomplishing the collaborative task is prioritized over social interaction. However, AR users preferred more vivid avatars than VR users. Based on our findings, we suggest guidelines on how different levels of avatar transparency should be applied based on the context of the task and device type for MR remote collaboration.},
  keywords = {AR VR Mix},
  file = {D\:\\_Zotero\\storage\\Z54AG6MY\\Yoon et al. - 2023 - Effects of Avatar Transparency on Social Presence .pdf;D\:\\_Zotero\\storage\\5EIA7QPL\\10269055.html}
}",10.1109/TVCG.2023.3320258,,x,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,x,,,,,,,
271,2023,"Huayuan Tian, Gun A. Lee, Huidong Bai, Mark Billinghurst",Using Virtual Replicas to Improve Mixed Reality Remote Collaboration,"@article{tian2023using,
  title = {Using {{Virtual Replicas}} to {{Improve Mixed Reality Remote Collaboration}}},
  author = {Tian, Huayuan and Lee, Gun A. and Bai, Huidong and Billinghurst, Mark},
  year = {2023},
  month = may,
  journal = {IEEE Transactions on Visualization and Computer Graphics},
  volume = {29},
  number = {5},
  pages = {2785--2795},
  issn = {1941-0506},
  doi = {10.1109/TVCG.2023.3247113},
  urldate = {2024-04-23},
  abstract = {In this paper, we explore how virtual replicas can enhance Mixed Reality (MR) remote collaboration with a 3D reconstruction of the task space. People in different locations may need to work together remotely on complicated tasks. For example, a local user could follow a remote expert's instructions to complete a physical task. However, it could be challenging for the local user to fully understand the remote expert's intentions without effective spatial referencing and action demonstration. In this research, we investigate how virtual replicas can work as a spatial communication cue to improve MR remote collaboration. This approach segments the foreground manipulable objects in the local environment and creates corresponding virtual replicas of physical task objects. The remote user can then manipulate these virtual replicas to explain the task and guide their partner. This enables the local user to rapidly and accurately understand the remote expert's intentions and instructions. Our user study with an object assembly task found that using virtual replica manipulation was more efficient than using 3D annotation drawing in an MR remote collaboration scenario. We report and discuss the findings and limitations of our system and study, and present directions for future research.},
  keywords = {Annotations,Cameras,Collaboration,Mixed reality,remote collaboration,Resists,Solid modeling,Task analysis,Three-dimensional displays,virtual replica},
  file = {D\:\\_Zotero\\storage\\P7GBPMYR\\Tian et al_2023_Using Virtual Replicas to Improve Mixed Reality Remote Collaboration.pdf;D\:\\_Zotero\\storage\\7NKW6S6B\\10049700.html}
}",10.1109/TVCG.2023.3247113,x,x,,,,,,,,x,,,x,,,,,,,,,,,,,x,x,,,,x,,,,,,x,,,,,,,,,x,,x,,,x,,,,,,x,,,,,,,,,,,,,x,,,,,,,,x,x,,,,,x,,,
274,2023,"Kohta Seki, Shinichi Fukushige",TeleGhost: Asymmetric Telepresence System Using AR and VR Avatars in a Shared Real Space,"@inproceedings{seki2023teleghost,
  title = {{{TeleGhost}}: {{Asymmetric Telepresence System Using AR}} and {{VR Avatars}} in a {{Shared Real Space}}},
  shorttitle = {{{TeleGhost}}},
  booktitle = {2023 {{IEEE International Conference}} on {{Systems}}, {{Man}}, and {{Cybernetics}} ({{SMC}})},
  author = {Seki, Kohta and Fukushige, Shinichi},
  year = {2023},
  month = oct,
  pages = {4550--4555},
  issn = {2577-1655},
  doi = {10.1109/SMC53992.2023.10394515},
  urldate = {2024-07-31},
  abstract = {This study proposes a simplified telepresence system based on extended reality for increasing the number of remote-able tasks. The system provides an immersive virtual environment that duplicates remote real spaces to enable communication among system users in different geographic locations through their digital avatars. The motion of the avatars corresponds with that of the mobile devices manipulated by the system users, and the avatars' position and orientation in the real space represent the viewpoint and viewing angle of the users. The three experiments showed that the proposed system creates a high-fidelity immersive environment in a short period of time and positively supports users' remote collaboration in the virtualized real space. The system successfully demonstrated its potential to contribute to the expansion of remotely enabled operations.},
  keywords = {augmented reality,Avatars,Cybernetics,extended reality,Extended reality,Mobile handsets,Task analysis,tele-collaboration,telepresence,Telepresence,Virtual environments,virtual reality},
  file = {D\:\\_Zotero\\storage\\ZVV96MQI\\Seki_Fukushige_2023_TeleGhost.pdf;D\:\\_Zotero\\storage\\NMGPN8FE\\10394515.html}
}",10.1109/SMC53992.2023.10394515,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
277,2023,Jens Emil Gr{\o}nb{\ae}k,Transitional Blended Realities: Linking between Video and Mixed Reality for Distributed Team Collaboration,"@inproceedings{gronbaek2023transitional,
  title = {Transitional {{Blended Realities}}: {{Linking}} between {{Video}} and {{Mixed Reality}} for {{Distributed Team Collaboration}}},
  shorttitle = {Transitional {{Blended Realities}}},
  booktitle = {2023 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality Adjunct}} ({{ISMAR-Adjunct}})},
  author = {Gr{\o}nb{\ae}k, Jens Emil},
  year = {2023},
  month = oct,
  pages = {220--222},
  publisher = {IEEE Computer Society},
  doi = {10.1109/ISMAR-Adjunct60411.2023.00051},
  urldate = {2024-02-08},
  abstract = {This paper envisions Transitional Blended Realities (TBR)---systems that integrate interfaces for Video Conferencing and Collaborative Mixed Reality. By utilizing a visual overlap in the reference space between remote physical spaces, TBR supports fluid transitions between video conferencing and mixed reality collaboration. This approach has the potential to enhance both collaboration flexibility and accessibility, fostering more dynamic distributed team meetings.},
  isbn = {9798350328912},
  langid = {english},
  file = {D:\_Zotero\storage\7LR2KJYI\Grønbæk_2023_Transitional Blended Realities.pdf}
}",10.1109/ISMAR-Adjunct60411.2023.00051,,,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,,,,x,,,,,,,x,x,,,,,
278,2023,"Bernardo Marques, Andre Santos, Nuno Martins, Samuel Silva, Paulo Dias, Beatriz Sousa Santos",Exploring Situated Instructions for Mixed Reality (MR) Remote Collaboration: Comparing Embedded and Non-Embedded Annotations,"@inproceedings{marques2023exploring,
  title = {Exploring {{Situated Instructions}} for {{Mixed Reality}} ({{MR}}) {{Remote Collaboration}}: {{Comparing Embedded}} and {{Non-Embedded Annotations}}},
  shorttitle = {Exploring {{Situated Instructions}} for {{Mixed Reality}} ({{MR}}) {{Remote Collaboration}}},
  booktitle = {2023 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces Abstracts}} and {{Workshops}} ({{VRW}})},
  author = {Marques, Bernardo and Santos, Andre and Martins, Nuno and Silva, Samuel and Dias, Paulo and Santos, Beatriz Sousa},
  year = {2023},
  month = mar,
  pages = {589--590},
  doi = {10.1109/VRW58643.2023.00137},
  urldate = {2024-04-23},
  abstract = {Remote collaboration using Mixed Reality (MR) enable off-site experts to assist on-site collaborators needing guidance. Different types of visualizations have been proposed for sharing situated information, e.g., embedded, non-embedded, others. However, the effectiveness of these visualizations have not been compared. This work describes a user study with 16 participants, aimed at comparing two conditions: C1 - Embedded and C2 - Non-Embedded annotations during a real-life scenario of remote maintenance. Two distinct devices were used: Hand-Held Device (HHD) and a Head-Mounted Display (HMD). This last using Embedded annotations was considered the better alternative, while HHD using Non-Embedded annotations were rated lower from all conditions analyzed.},
  keywords = {Annotations,Collaboration,Head-mounted displays,Human-centered computing-Human computer interaction (HCI)-Interaction Paradigms-Mixed/augmented reality,Mixed reality,Three-dimensional displays,Virtual reality,Visualization},
  file = {D:\_Zotero\storage\V496DYL6\Marques et al_2023_Exploring Situated Instructions for Mixed Reality (MR) Remote Collaboration.pdf}
}",10.1109/VRW58643.2023.00137,x,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2023,"Ibrahim A. Tahmid, Francielly Rodrigues, Alexander Giovannelli, Lee Lisle, Jerald Thomas, Doug A. Bowman",CoLT: Enhancing Collaborative Literature Review Tasks with Synchronous and Asynchronous Awareness Across the Reality-Virtuality Continuum,"@inproceedings{tahmid2023colt,
  title = {{{CoLT}}: {{Enhancing Collaborative Literature Review Tasks}} with {{Synchronous}} and {{Asynchronous Awareness Across}} the {{Reality-Virtuality Continuum}}},
  shorttitle = {{{CoLT}}},
  booktitle = {2023 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality Adjunct}} ({{ISMAR-Adjunct}})},
  author = {Tahmid, Ibrahim A. and Rodrigues, Francielly and Giovannelli, Alexander and Lisle, Lee and Thomas, Jerald and Bowman, Doug A.},
  year = {2023},
  month = oct,
  pages = {831--836},
  issn = {2771-1110},
  doi = {10.1109/ISMAR-Adjunct60411.2023.00183},
  urldate = {2024-04-22},
  abstract = {Collaboration plays a vital role in both academia and industry whenever we need to browse through a big amount of data to extract meaningful insights. These collaborations often involve people living far from each other, with different levels of access to technology. Effective cross-border collaborations require reliable telepresence systems that provide support for communication, cooperation, and understanding of contextual cues. In the context of collaborative academic writing, while immersive technologies offer novel ways to enhance collaboration and enable efficient information exchange in a shared workspace, traditional devices such as laptops still offer better readability for longer articles. We propose the design of a hybrid cross-reality cross-device networked system that allows the users to harness the advantages of both worlds. Our system allows users to import documents from their personal computers (PC) to an immersive headset, facilitating document sharing and simultaneous collaboration with both colocated colleagues and remote colleagues. Our system also enables a user to seamlessly transition between Virtual Reality, Augmented Reality, and the traditional PC environment, all within a shared workspace. We present the real-world scenario of a global academic team conducting a comprehensive literature review, demonstrating its potential for enhancing cross-reality hybrid collaboration and productivity.},
  keywords = {Asynchronous Collaboration,Augmented Reality,Bibliographies,Collaboration,Colocated Collaboration,Human-centered computing,Portable computers,Productivity,Read MS,Reality-Virtuality Continuum,Remote Collaboration,Synchronous Collaboration,Technological innovation,Telepresence,Three-dimensional displays,Virtual Reality},
  file = {D\:\\_Zotero\\storage\\HJYJ3ZQG\\Tahmid et al_2023_CoLT.pdf;D\:\\_Zotero\\storage\\F6XU6LFX\\10322281.html}
}",10.1109/ISMAR-Adjunct60411.2023.00183,,,x,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,
285,2019,"Michael E. Walker, Daniel Szafir, Irene Rae",The Influence of Size in Augmented Reality Telepresence Avatars,"@inproceedings{walker2019influence,
  title = {The {{Influence}} of {{Size}} in {{Augmented Reality Telepresence Avatars}}},
  booktitle = {2019 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces}} ({{VR}})},
  author = {Walker, Michael E. and Szafir, Daniel and Rae, Irene},
  year = {2019},
  month = mar,
  pages = {538--546},
  issn = {2642-5254},
  doi = {10.1109/VR.2019.8798152},
  urldate = {2024-09-06},
  abstract = {In this work, we explore how advances in augmented reality technologies are creating a new design space for long-distance telepresence communication through virtual avatars. Studies have shown that the relative size of a speaker has a significant impact on many aspects of human communication including perceived dominance and persuasiveness. Our system synchronizes the body pose of a remote user with a realistic, virtual human avatar visible to a local user wearing an augmented reality head-mounted display. We conducted a two-by-two (relative system size: equivalent vs. small; leader vs. follower), between participants study (N = 40) to investigate the effect of avatar size on the interactions between remote and local user. We found the equal-sized avatars to be significantly more influential than the small-sized avatars and that the small avatars commanded significantly less attention than the equal-sized avatars. Additionally, we found the assigned leadership role to significantly impact participant subjective satisfaction of the task outcome.},
  keywords = {Augmented reality,avatar size,avatar telepresence systems,avatar-mediated communication,Avatars,Avatars augmented reality,Collaboration,human-avatar interaction,Leadership,mixed reality,Robots,scenario-based design,team role,Telepresence},
  file = {D\:\\_Zotero\\storage\\I63XKMJ7\\Walker et al. - 2019 - The Influence of Size in Augmented Reality Telepre.pdf;D\:\\_Zotero\\storage\\LCZEGIXA\\8798152.html}
}",10.1109/VR.2019.8798152,,,,x,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,x,,,,,,x,,,,,,
289,2022,"Jae-Eun Shin, Boram Yoon, Dooyoung Kim, Hyung-Il Kim, Woontack Woo",The Effects of Device and Spatial Layout on Social Presence During a Dynamic Remote Collaboration Task in Mixed Reality,"@inproceedings{shin2022effects,
  title = {The {{Effects}} of {{Device}} and {{Spatial Layout}} on {{Social Presence During}} a {{Dynamic Remote Collaboration Task}} in {{Mixed Reality}}},
  booktitle = {2022 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality}} ({{ISMAR}})},
  author = {Shin, Jae-Eun and Yoon, Boram and Kim, Dooyoung and Kim, Hyung-Il and Woo, Woontack},
  year = {2022},
  month = oct,
  pages = {394--403},
  issn = {1554-7868},
  doi = {10.1109/ISMAR55827.2022.00055},
  urldate = {2024-02-13},
  abstract = {This paper evaluates factors of social presence during a dynamic remote collaboration task in a technologically asymmetric Mixed Reality (MR) setting for two spatial layouts. While active movement during MR remote collaboration is afforded by how the shared 3D space is mediated and configured, studies investigating the impact of these conditions on user experience have been scarce. In a between-group study ({\textbackslash}mathrmn=48), a host user in Augmented Reality (AR) and a remote user in Virtual Reality (VR), both wearing Head Mounted Displays (HMDs), simultaneously moved around the shared space to find and assemble parts of a Mars exploration rover together, one group in a Peripheral layout and the other in a Scattered layout with disparate levels of spatial affordance. Results show that while VR facilitates higher co-presence and spatial presence than AR through HMDs, the Peripheral layout enables users to pay more attention to one another than the Scattered. We analyze the results and derive implications aimed at bridging the AR-VR gap in social presence for dynamic MR remote collaboration through the adaptive placement of virtual content in shared spaces.},
  keywords = {Affordances,Collaboration,Human-centered computing,Human-Computer Interaction,Interaction paradigms,Layout,Mixed reality,Mixed/augmented reality,Read MS,Space vehicles,Three-dimensional displays,User experience},
  file = {D\:\\_Zotero\\storage\\LYZXLBWS\\Shin et al. - 2022 - The Effects of Device and Spatial Layout on Social.pdf;D\:\\_Zotero\\storage\\GWD2THY5\\9995241.html}
}",10.1109/ISMAR55827.2022.00055,,x,,,,,,,,x,,,x,,x,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,
296,2020,"Taehyun Rhee, Stephen Thompson, Daniel Medeiros, Rafael {dos Anjos}, Andrew Chalmers",Augmented Virtual Teleportation for High-Fidelity Telecollaboration,"@article{rhee2020augmented,
  title = {Augmented {{Virtual Teleportation}} for {{High-Fidelity Telecollaboration}}},
  author = {Rhee, Taehyun and Thompson, Stephen and Medeiros, Daniel and {dos Anjos}, Rafael and Chalmers, Andrew},
  year = {2020},
  month = may,
  journal = {IEEE Transactions on Visualization and Computer Graphics},
  volume = {26},
  number = {5},
  pages = {1923--1933},
  issn = {1941-0506},
  doi = {10.1109/TVCG.2020.2973065},
  urldate = {2024-04-19},
  abstract = {Telecollaboration involves the teleportation of a remote collaborator to another real-world environment where their partner is located. The fidelity of the environment plays an important role for allowing corresponding spatial references in remote collaboration. We present a novel asymmetric platform, Augmented Virtual Teleportation (AVT), which provides high-fidelity telepresence of a remote VR user (VR-Traveler) into a real-world collaboration space to interact with a local AR user (AR-Host). AVT uses a 360{$^\circ$} video camera (360-camera) that captures and live-streams the omni-directional scenes over a network. The remote VR-Traveler watching the video in a VR headset experiences live presence and co-presence in the real-world collaboration space. The VR-Traveler's movements are captured and transmitted to a 3D avatar overlaid onto the 360-camera which can be seen in the AR-Host's display. The visual and audio cues for each collaborator are synchronized in the Mixed Reality Collaboration space (MRC-space), where they can interactively edit virtual objects and collaborate in the real environment using the real objects as a reference. High fidelity, real-time rendering of virtual objects and seamless blending into the real scene allows for unique mixed reality use-case scenarios. Our working prototype has been tested with a user study to evaluate spatial presence, co-presence, and user satisfaction during telecollaboration. Possible applications of AVT are identified and proposed to guide future usage.},
  keywords = {360 Panoramic Video,Avatars,Collaboration,Mixed Reality,Read MS,Real-time,Teleportation,Telepresence,Three-dimensional displays,Visualization},
  file = {D\:\\_Zotero\\storage\\VQUJ2862\\Rhee et al_2020_Augmented Virtual Teleportation for High-Fidelity Telecollaboration.pdf;D\:\\_Zotero\\storage\\SD896WDS\\8998353.html}
}",10.1109/TVCG.2020.2973065,,,,x,,,,,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,
298,2019,"Boram Yoon, Hyung-il Kim, Gun A. Lee, Mark Billinghurst, Woontack Woo",The Effect of Avatar Appearance on Social Presence in an Augmented Reality Remote Collaboration,"@inproceedings{yoon2019effecta,
  title = {The {{Effect}} of {{Avatar Appearance}} on {{Social Presence}} in an {{Augmented Reality Remote Collaboration}}},
  booktitle = {2019 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces}} ({{VR}})},
  author = {Yoon, Boram and Kim, Hyung-il and Lee, Gun A. and Billinghurst, Mark and Woo, Woontack},
  year = {2019},
  month = mar,
  pages = {547--556},
  issn = {2642-5254},
  doi = {10.1109/VR.2019.8797719},
  abstract = {This paper investigates the effect of avatar appearance on Social Presence and users' perception in an Augmented Reality (AR) telepresence system. Despite the development of various commercial 3D telepresence systems, there has been little evaluation and discussions about the appearance of the collaborator's avatars. We conducted two user studies comparing the effect of avatar appearances with three levels of body part visibility (head \& hands, upper body, and whole body) and two different character styles (realistic and cartoon-like) on Social Presence while performing two different remote collaboration tasks. We found that a realistic whole body avatar was perceived as being the best for remote collaboration, but an upper body or cartoon style could be considered as a substitute depending on the collaboration context. We discuss these results and suggest guidelines for designing future avatar-mediated AR remote collaboration systems.},
  keywords = {AR VR Mix,Augmented reality,Avatars,Collaboration,Human-centered computing-Human computer interaction (HCI)-HCI design and evaluation methods-User studies,Human-centered computing-Human computer interaction (HCI)-Interaction paradigms-Mixed/augmented reality,Read KLK,Task analysis,Telepresence,Three-dimensional displays},
  file = {D\:\\_Zotero\\storage\\FCGLZ6X9\\Yoon_2019_The Effect of Avatar Appearance on Social Presence in an Augmented Reality.pdf;D\:\\_Zotero\\storage\\2HY2WZKQ\\8797719.html}
}",10.1109/VR.2019.8797719,,,,x,,,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2021,"Kevin Yu, Gleb Gorbachev, Ulrich Eck, Frieder Pankratz, Nassir Navab, Daniel Roth",Avatars for Teleconsultation: Effects of Avatar Embodiment Techniques on User Perception in 3D Asymmetric Telepresence,"@article{yu2021avatars,
  title = {Avatars for {{Teleconsultation}}: {{Effects}} of {{Avatar Embodiment Techniques}} on {{User Perception}} in {{3D Asymmetric Telepresence}}},
  shorttitle = {Avatars for {{Teleconsultation}}},
  author = {Yu, Kevin and Gorbachev, Gleb and Eck, Ulrich and Pankratz, Frieder and Navab, Nassir and Roth, Daniel},
  year = {2021},
  month = nov,
  journal = {IEEE Transactions on Visualization and Computer Graphics},
  volume = {27},
  number = {11},
  pages = {4129--4139},
  issn = {1941-0506},
  doi = {10.1109/TVCG.2021.3106480},
  urldate = {2024-04-23},
  abstract = {A 3D Telepresence system allows users to interact with each other in a virtual, mixed, or augmented reality (VR, MR, AR) environment, creating a shared space for collaboration and communication. There are two main methods for representing users within these 3D environments. Users can be represented either as point cloud reconstruction-based avatars that resemble a physical user or as virtual character-based avatars controlled by tracking the users' body motion. This work compares both techniques to identify the differences between user representations and their fit in the reconstructed environments regarding the perceived presence, uncanny valley factors, and behavior impression. Our study uses an asymmetric VR/AR teleconsultation system that allows a remote user to join a local scene using VR. The local user observes the remote user with an AR head-mounted display, leading to facial occlusions in the 3D reconstruction. Participants perform a warm-up interaction task followed by a goal-directed collaborative puzzle task, pursuing a common goal. The local user was represented either as a point cloud reconstruction or as a virtual character-based avatar, in which case the point cloud reconstruction of the local user was masked. Our results show that the point cloud reconstruction-based avatar was superior to the virtual character avatar regarding perceived co-presence, social presence, behavioral impression, and humanness. Further, we found that the task type partly affected the perception. The point cloud reconstruction-based approach led to higher usability ratings, while objective performance measures showed no significant difference. We conclude that despite partly missing facial information, the point cloud-based reconstruction resulted in better conveyance of the user behavior and a more coherent fit into the simulation context.},
  keywords = {Augmented Reality,Avatars,Collaboration,Embodiment,Faces,Mixed Reality,Real-time systems,Task analysis,Telepresence,Three-dimensional displays,Virtual Reality},
  file = {D\:\\_Zotero\\storage\\I4H3E323\\Yu et al_2021_Avatars for Teleconsultation.pdf;D\:\\_Zotero\\storage\\QDJNSLDH\\9523831.html}
}",10.1109/TVCG.2021.3106480,,,x,x,,,,,,x,,,x,,,,,,,,,,,x,,,x,,,,,x,x,x,x,,x,x,,,,x,x,,,x,,,,,,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,,,,,,x,,,
